,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
7,2015-11-08,0.95,202831.97,83635.77,76222.46,12315.03,30658.71,29783.15,875.56,0.0,conventional,2015,RichmondNorfolk
8,2015-11-01,1.0,212854.47,72020.73,93880.64,16391.8,30561.3,29676.86,884.44,0.0,conventional,2015,RichmondNorfolk
9,2015-10-25,1.02,180316.1,68613.89,70131.72,13184.36,28386.13,27568.35,817.78,0.0,conventional,2015,RichmondNorfolk
10,2015-10-18,1.0,217221.23,70405.4,106053.96,13205.22,27556.65,27252.31,280.0,24.34,conventional,2015,RichmondNorfolk
11,2015-10-11,1.01,192231.47,61756.93,85083.67,16004.59,29386.28,28741.43,617.78,27.07,conventional,2015,RichmondNorfolk
12,2015-10-04,1.04,200821.29,67267.71,91381.65,11357.4,30814.53,30425.15,389.38,0.0,conventional,2015,RichmondNorfolk
13,2015-09-27,0.97,203675.17,61853.71,101484.98,16430.71,23905.77,23139.55,766.22,0.0,conventional,2015,RichmondNorfolk
14,2015-09-20,1.04,195742.46,76712.59,72627.68,11692.02,34710.17,34070.17,640.0,0.0,conventional,2015,RichmondNorfolk
15,2015-09-13,1.01,229220.66,86208.18,89290.69,9499.01,44222.78,43507.62,715.16,0.0,conventional,2015,RichmondNorfolk
16,2015-09-06,0.98,252853.41,72054.13,112958.68,19484.71,48355.89,48304.3,48.89,2.7,conventional,2015,RichmondNorfolk
17,2015-08-30,1.06,213120.84,70639.52,86152.24,10562.29,45766.79,45766.79,0.0,0.0,conventional,2015,RichmondNorfolk
18,2015-08-23,1.04,232074.44,76650.45,96308.77,12155.66,46959.56,46959.56,0.0,0.0,conventional,2015,RichmondNorfolk
19,2015-08-16,1.05,222696.44,70382.17,95071.56,12570.49,44672.22,44672.22,0.0,0.0,conventional,2015,RichmondNorfolk
20,2015-08-09,1.06,216580.39,72133.51,87338.9,12731.89,44376.09,44376.09,0.0,0.0,conventional,2015,RichmondNorfolk
21,2015-08-02,1.05,235505.63,76879.31,101904.61,13008.81,43712.9,43712.9,0.0,0.0,conventional,2015,RichmondNorfolk
22,2015-07-26,1.03,222882.86,74157.71,86910.45,11762.3,50052.4,50052.4,0.0,0.0,conventional,2015,RichmondNorfolk
23,2015-07-19,1.02,225259.93,74921.22,84052.93,12403.89,53881.89,53877.92,3.97,0.0,conventional,2015,RichmondNorfolk
24,2015-07-12,1.02,234568.8,80375.78,90573.83,12718.46,50900.73,50740.73,160.0,0.0,conventional,2015,RichmondNorfolk
25,2015-07-05,1.01,287571.95,94880.31,118022.58,15212.24,59456.82,58905.71,551.11,0.0,conventional,2015,RichmondNorfolk
26,2015-06-28,1.0,236210.73,78419.44,90965.34,11394.34,55431.61,55427.17,4.44,0.0,conventional,2015,RichmondNorfolk
27,2015-06-21,1.01,264922.77,95486.41,99696.48,11120.6,58619.28,58619.28,0.0,0.0,conventional,2015,RichmondNorfolk
28,2015-06-14,0.98,289290.98,102242.31,113772.11,10989.87,62286.69,62286.69,0.0,0.0,conventional,2015,RichmondNorfolk
29,2015-06-07,1.02,248646.25,84737.37,90992.27,10333.21,62583.4,61701.18,882.22,0.0,conventional,2015,RichmondNorfolk
30,2015-05-31,1.02,270601.09,102486.76,98090.75,11466.99,58556.59,53587.7,4968.89,0.0,conventional,2015,RichmondNorfolk
31,2015-05-24,1.03,280240.7,91042.47,116589.43,13055.11,59553.69,56304.95,3246.13,2.61,conventional,2015,RichmondNorfolk
32,2015-05-17,1.04,262509.58,91276.43,103883.14,11273.72,56076.29,52612.5,3458.56,5.23,conventional,2015,RichmondNorfolk
33,2015-05-10,1.06,263027.68,72224.74,115679.54,11036.66,64086.74,57579.67,6507.07,0.0,conventional,2015,RichmondNorfolk
34,2015-05-03,0.99,292744.22,89712.71,128429.41,21169.69,53432.41,51895.62,1238.18,298.61,conventional,2015,RichmondNorfolk
35,2015-04-26,1.11,235546.11,76765.23,97538.87,11133.44,50108.57,49595.75,390.6,122.22,conventional,2015,RichmondNorfolk
36,2015-04-19,1.1,231641.21,75898.29,91143.24,10864.49,53735.19,53008.05,727.14,0.0,conventional,2015,RichmondNorfolk
37,2015-04-12,1.11,213032.44,60609.49,96301.96,9863.28,46257.71,44510.63,1747.08,0.0,conventional,2015,RichmondNorfolk
38,2015-04-05,1.14,222122.63,69929.43,95585.93,9827.34,46779.93,45789.32,990.61,0.0,conventional,2015,RichmondNorfolk
39,2015-03-29,1.15,205954.04,54695.88,96405.61,11552.86,43299.69,42423.09,876.6,0.0,conventional,2015,RichmondNorfolk
40,2015-03-22,1.12,213086.98,61853.48,91980.03,10380.07,48873.4,48817.84,55.56,0.0,conventional,2015,RichmondNorfolk
41,2015-03-15,1.16,210124.43,66591.48,87711.9,11621.92,44199.13,44199.13,0.0,0.0,conventional,2015,RichmondNorfolk
42,2015-03-08,1.19,177541.37,50712.87,64964.66,10295.75,51568.09,51568.09,0.0,0.0,conventional,2015,RichmondNorfolk
43,2015-03-01,1.13,194798.39,53902.85,83985.84,9840.75,47068.95,47039.78,29.17,0.0,conventional,2015,RichmondNorfolk
44,2015-02-22,1.1,225830.42,75550.59,89874.92,17018.36,43386.55,43046.27,340.28,0.0,conventional,2015,RichmondNorfolk
45,2015-02-15,1.13,207249.74,70877.95,77855.03,10942.01,47574.75,41738.23,5836.52,0.0,conventional,2015,RichmondNorfolk
46,2015-02-08,1.06,212887.85,74594.17,81138.97,7883.33,49271.38,42969.44,6301.94,0.0,conventional,2015,RichmondNorfolk
47,2015-02-01,0.97,308461.1,99429.98,140203.43,21686.02,47141.67,40189.17,6952.5,0.0,conventional,2015,RichmondNorfolk
48,2015-01-25,1.17,194086.08,54046.97,75205.48,8644.27,56189.36,45878.25,10311.11,0.0,conventional,2015,RichmondNorfolk
49,2015-01-18,1.18,179038.39,54459.4,66963.59,9958.28,47657.12,36798.65,10858.47,0.0,conventional,2015,RichmondNorfolk
50,2015-01-11,1.15,194460.59,71743.11,66849.97,10952.11,44915.4,36160.54,8754.86,0.0,conventional,2015,RichmondNorfolk
51,2015-01-04,1.13,182697.97,56293.75,80396.09,9762.41,36245.72,31778.36,4467.36,0.0,conventional,2015,RichmondNorfolk
0,2015-12-27,0.96,98584.92,33255.5,31680.16,152.86,33496.4,32877.16,0.0,619.24,conventional,2015,Roanoke
1,2015-12-20,1.0,88183.03,27512.58,31883.26,116.69,28670.5,27888.28,8.89,773.33,conventional,2015,Roanoke
2,2015-12-13,1.01,99886.07,38378.38,34347.46,127.18,27033.05,27030.08,2.97,0.0,conventional,2015,Roanoke
3,2015-12-06,1.01,99519.99,41191.54,35662.29,100.43,22565.73,22565.73,0.0,0.0,conventional,2015,Roanoke
4,2015-11-29,1.03,73733.96,24165.84,30145.95,114.57,19307.6,19307.6,0.0,0.0,conventional,2015,Roanoke
5,2015-11-22,1.0,83963.95,28956.02,29324.32,163.5,25520.11,25520.11,0.0,0.0,conventional,2015,Roanoke
6,2015-11-15,1.0,109928.84,41213.9,45406.39,99.0,23209.55,23209.55,0.0,0.0,conventional,2015,Roanoke
7,2015-11-08,1.01,114124.6,53190.61,35852.04,135.05,24946.9,24873.75,73.15,0.0,conventional,2015,Roanoke
8,2015-11-01,1.0,116798.97,54831.71,40083.51,177.07,21706.68,20934.8,771.88,0.0,conventional,2015,Roanoke
9,2015-10-25,0.99,110896.48,57250.89,33829.89,153.35,19662.35,19231.66,430.69,0.0,conventional,2015,Roanoke
10,2015-10-18,0.98,117516.57,48540.88,47290.21,115.01,21570.47,21570.47,0.0,0.0,conventional,2015,Roanoke
11,2015-10-11,1.01,118009.81,53713.89,37828.75,151.21,26315.96,26312.88,3.08,0.0,conventional,2015,Roanoke
12,2015-10-04,1.04,114487.07,51177.03,38394.24,126.92,24788.88,24788.88,0.0,0.0,conventional,2015,Roanoke
13,2015-09-27,1.01,109274.98,44983.72,44626.23,84.32,19580.71,19577.65,0.0,3.06,conventional,2015,Roanoke
14,2015-09-20,1.0,125682.96,64728.77,37055.97,128.08,23770.14,23770.14,0.0,0.0,conventional,2015,Roanoke
15,2015-09-13,0.99,147617.68,69411.99,49831.29,180.33,28194.07,28181.85,12.22,0.0,conventional,2015,Roanoke
16,2015-09-06,1.09,131197.71,42757.3,55250.67,139.46,33050.28,33001.48,42.7,6.1,conventional,2015,Roanoke
17,2015-08-30,1.14,114054.04,39821.27,43618.93,261.1,30352.74,29963.27,389.47,0.0,conventional,2015,Roanoke
18,2015-08-23,1.12,115608.44,38976.84,47017.25,318.39,29295.96,27837.68,1458.28,0.0,conventional,2015,Roanoke
19,2015-08-16,1.13,113815.5,40667.35,43698.58,411.16,29038.41,29038.41,0.0,0.0,conventional,2015,Roanoke
20,2015-08-09,1.09,116317.58,45164.18,40962.84,76.24,30114.32,30114.32,0.0,0.0,conventional,2015,Roanoke
21,2015-08-02,1.04,122568.69,48105.03,45920.97,92.49,28450.2,28450.2,0.0,0.0,conventional,2015,Roanoke
22,2015-07-26,1.04,118455.23,48519.87,38794.48,67.53,31073.35,31073.35,0.0,0.0,conventional,2015,Roanoke
23,2015-07-19,1.04,124246.77,48761.54,41554.57,110.24,33820.42,33820.42,0.0,0.0,conventional,2015,Roanoke
24,2015-07-12,1.06,128054.41,50647.98,42235.42,740.63,34430.38,34430.38,0.0,0.0,conventional,2015,Roanoke
25,2015-07-05,1.05,147749.25,54928.79,51261.23,2541.99,39017.24,39017.24,0.0,0.0,conventional,2015,Roanoke
26,2015-06-28,1.04,131276.21,50052.8,43905.58,68.94,37248.89,37248.89,0.0,0.0,conventional,2015,Roanoke
27,2015-06-21,1.05,135895.47,51621.94,47601.83,73.18,36598.52,36598.52,0.0,0.0,conventional,2015,Roanoke
28,2015-06-14,1.02,147633.83,58275.46,50914.84,19.99,38423.54,38416.87,6.67,0.0,conventional,2015,Roanoke
29,2015-06-07,1.05,139464.87,58789.36,41702.47,109.92,38863.12,38372.75,490.37,0.0,conventional,2015,Roanoke
30,2015-05-31,1.06,133856.19,57819.4,41122.46,33.05,34881.28,33050.17,1831.11,0.0,conventional,2015,Roanoke
31,2015-05-24,1.07,142274.01,55748.5,50452.59,99.51,35973.41,34793.39,1180.02,0.0,conventional,2015,Roanoke
32,2015-05-17,1.08,135281.35,55106.27,46302.99,68.28,33803.81,32381.59,1422.22,0.0,conventional,2015,Roanoke
33,2015-05-10,1.09,141860.18,52698.39,52242.5,146.1,36773.19,34415.41,2357.78,0.0,conventional,2015,Roanoke
34,2015-05-03,1.03,147690.42,54015.48,60973.26,120.87,32580.81,32327.48,253.33,0.0,conventional,2015,Roanoke
35,2015-04-26,1.09,137885.58,63041.96,47028.39,81.83,27733.4,27733.4,0.0,0.0,conventional,2015,Roanoke
36,2015-04-19,1.08,144665.27,68391.59,44913.65,146.75,31213.28,30623.78,589.5,0.0,conventional,2015,Roanoke
37,2015-04-12,1.13,129698.87,50246.44,49285.67,130.09,30036.67,28274.78,1761.89,0.0,conventional,2015,Roanoke
38,2015-04-05,1.19,121569.73,48155.42,44874.21,258.54,28281.56,27849.27,432.29,0.0,conventional,2015,Roanoke
39,2015-03-29,1.13,117662.32,46540.34,46915.77,110.35,24095.86,22961.86,1134.0,0.0,conventional,2015,Roanoke
40,2015-03-22,1.09,126535.83,51584.99,46659.25,102.64,28188.95,28170.39,15.56,3.0,conventional,2015,Roanoke
41,2015-03-15,1.12,119124.45,47388.04,43327.94,73.88,28334.59,27985.7,348.89,0.0,conventional,2015,Roanoke
42,2015-03-08,1.16,111702.58,43783.88,36289.08,81.58,31548.04,31447.87,100.17,0.0,conventional,2015,Roanoke
43,2015-03-01,1.11,110991.01,45568.34,38348.5,79.57,26994.6,26965.71,28.89,0.0,conventional,2015,Roanoke
44,2015-02-22,1.09,127855.51,55931.84,45806.33,43.06,26074.28,25882.69,191.59,0.0,conventional,2015,Roanoke
45,2015-02-15,1.07,136950.98,68986.21,39203.72,87.02,28674.03,26632.49,2041.54,0.0,conventional,2015,Roanoke
46,2015-02-08,1.02,145648.4,78195.76,38763.75,134.25,28554.64,25981.67,2572.97,0.0,conventional,2015,Roanoke
47,2015-02-01,1.0,168217.72,71867.81,65784.29,93.81,30471.81,27117.84,3353.97,0.0,conventional,2015,Roanoke
48,2015-01-25,1.15,123070.18,48244.28,41412.29,103.6,33310.01,29161.12,4148.89,0.0,conventional,2015,Roanoke
49,2015-01-18,1.18,112106.05,44676.56,37854.42,117.98,29457.09,25952.51,3504.58,0.0,conventional,2015,Roanoke
50,2015-01-11,1.16,113235.82,45706.36,37629.54,57.82,29842.1,26555.99,3286.11,0.0,conventional,2015,Roanoke
51,2015-01-04,1.13,109215.0,48285.15,37562.78,34.1,23332.97,21582.97,1750.0,0.0,conventional,2015,Roanoke
0,2015-12-27,0.98,403741.62,98482.89,249362.94,13805.3,42090.49,42084.71,5.78,0.0,conventional,2015,Sacramento
1,2015-12-20,1.0,385518.03,99604.61,224843.47,15917.28,45152.67,45138.23,8.66,5.78,conventional,2015,Sacramento
2,2015-12-13,1.0,376689.94,94854.9,221627.68,16953.75,43253.61,43250.73,2.88,0.0,conventional,2015,Sacramento
3,2015-12-06,1.07,318280.23,82537.98,184349.52,12748.39,38644.34,38638.58,0.0,5.76,conventional,2015,Sacramento
4,2015-11-29,0.99,347406.9,80757.92,216851.97,13205.04,36591.97,36574.73,0.0,17.24,conventional,2015,Sacramento
5,2015-11-22,1.06,354986.48,83984.24,218912.41,12684.6,39405.23,39405.23,0.0,0.0,conventional,2015,Sacramento
6,2015-11-15,0.94,414161.47,100343.08,262929.38,11181.91,39707.1,39707.1,0.0,0.0,conventional,2015,Sacramento
7,2015-11-08,1.14,357132.53,118696.55,185189.82,11093.06,42153.1,42153.1,0.0,0.0,conventional,2015,Sacramento
8,2015-11-01,1.02,532467.38,180210.99,300978.15,12762.49,38515.75,38515.75,0.0,0.0,conventional,2015,Sacramento
9,2015-10-25,1.26,343757.21,98792.01,190021.02,12903.0,42041.18,42041.18,0.0,0.0,conventional,2015,Sacramento
10,2015-10-18,1.28,326458.27,94529.6,175181.76,12783.14,43963.77,43963.77,0.0,0.0,conventional,2015,Sacramento
11,2015-10-11,1.29,355472.28,85276.49,211955.75,13141.51,45098.53,45098.53,0.0,0.0,conventional,2015,Sacramento
12,2015-10-04,1.1,377192.1,70755.56,259002.51,12312.13,35121.9,35121.9,0.0,0.0,conventional,2015,Sacramento
13,2015-09-27,1.28,350982.2,84527.09,213297.91,13481.19,39676.01,39676.01,0.0,0.0,conventional,2015,Sacramento
14,2015-09-20,1.25,353231.58,79142.8,220538.2,12364.88,41185.7,41185.7,0.0,0.0,conventional,2015,Sacramento
15,2015-09-13,1.24,384192.52,101189.96,220364.77,15102.86,47534.93,47530.56,4.37,0.0,conventional,2015,Sacramento
16,2015-09-06,1.21,466705.75,137388.73,262139.81,17201.5,49975.71,49967.0,8.71,0.0,conventional,2015,Sacramento
17,2015-08-30,1.3,377229.13,114804.62,197034.03,17331.98,48058.5,48058.5,0.0,0.0,conventional,2015,Sacramento
18,2015-08-23,1.26,405274.71,112710.34,233164.62,12415.75,46984.0,46984.0,0.0,0.0,conventional,2015,Sacramento
19,2015-08-16,1.3,401708.33,136485.36,202459.2,13395.95,49367.82,49356.2,11.62,0.0,conventional,2015,Sacramento
20,2015-08-09,1.28,414823.74,146135.78,206011.16,13618.36,49058.44,49041.0,17.44,0.0,conventional,2015,Sacramento
21,2015-08-02,1.33,404664.32,131156.47,209986.17,14770.96,48750.72,48750.72,0.0,0.0,conventional,2015,Sacramento
22,2015-07-26,1.32,395471.89,130034.73,200668.51,13184.96,51583.69,51550.15,33.54,0.0,conventional,2015,Sacramento
23,2015-07-19,1.29,404604.85,130412.82,210334.54,9285.1,54572.39,54572.39,0.0,0.0,conventional,2015,Sacramento
24,2015-07-12,1.23,411928.38,130109.66,218611.12,6078.13,57129.47,56976.69,0.0,152.78,conventional,2015,Sacramento
25,2015-07-05,1.26,550810.62,161220.26,305122.62,17131.92,67335.82,67335.82,0.0,0.0,conventional,2015,Sacramento
26,2015-06-28,1.26,423984.04,143118.33,210343.54,13590.1,56932.07,56932.07,0.0,0.0,conventional,2015,Sacramento
27,2015-06-21,1.27,422723.91,137206.11,215068.66,14700.4,55748.74,55744.3,4.44,0.0,conventional,2015,Sacramento
28,2015-06-14,1.22,431791.38,149611.03,209926.36,13867.94,58386.05,58386.05,0.0,0.0,conventional,2015,Sacramento
29,2015-06-07,1.18,435087.17,143063.59,224039.06,14288.77,53695.75,53695.75,0.0,0.0,conventional,2015,Sacramento
30,2015-05-31,1.17,435723.85,156719.55,219047.4,14172.36,45784.54,45775.86,8.68,0.0,conventional,2015,Sacramento
31,2015-05-24,1.26,403793.79,110289.47,232223.44,12830.34,48450.54,48450.54,0.0,0.0,conventional,2015,Sacramento
32,2015-05-17,1.18,397215.12,141111.13,200745.02,12034.36,43324.61,43324.61,0.0,0.0,conventional,2015,Sacramento
33,2015-05-10,1.14,437822.76,162135.0,217681.33,13246.38,44760.05,44760.05,0.0,0.0,conventional,2015,Sacramento
34,2015-05-03,1.05,662034.34,149107.81,458178.77,13261.84,41485.92,41281.75,0.0,204.17,conventional,2015,Sacramento
35,2015-04-26,1.27,366719.82,101324.62,205561.23,13085.26,46748.71,46748.71,0.0,0.0,conventional,2015,Sacramento
36,2015-04-19,1.19,415841.32,117518.41,241637.11,13267.34,43418.46,43392.71,25.75,0.0,conventional,2015,Sacramento
37,2015-04-12,1.24,382583.75,119295.38,208546.45,13073.16,41668.76,41625.86,42.9,0.0,conventional,2015,Sacramento
38,2015-04-05,1.23,404333.75,120613.18,214547.09,15099.24,54074.24,54049.06,25.18,0.0,conventional,2015,Sacramento
39,2015-03-29,1.2,391178.81,110809.75,203705.17,13740.39,62923.5,62884.77,38.73,0.0,conventional,2015,Sacramento
40,2015-03-22,1.13,424708.39,106578.88,221094.74,13423.63,83611.14,83611.14,0.0,0.0,conventional,2015,Sacramento
41,2015-03-15,1.22,380761.14,113759.19,204089.22,14830.61,48082.12,48082.12,0.0,0.0,conventional,2015,Sacramento
42,2015-03-08,1.12,415147.69,152131.35,199610.67,13402.92,50002.75,50002.75,0.0,0.0,conventional,2015,Sacramento
43,2015-03-01,1.02,452845.47,143867.37,256090.11,13870.37,39017.62,39017.62,0.0,0.0,conventional,2015,Sacramento
44,2015-02-22,1.14,405013.16,137425.32,216791.05,11561.59,39235.2,39235.2,0.0,0.0,conventional,2015,Sacramento
45,2015-02-15,1.13,381041.74,134992.29,194031.02,10273.69,41744.74,41744.74,0.0,0.0,conventional,2015,Sacramento
46,2015-02-08,0.98,432572.45,144586.53,237751.75,9798.79,40435.38,40435.38,0.0,0.0,conventional,2015,Sacramento
47,2015-02-01,1.04,771974.9,287292.15,429601.75,15342.47,39738.53,39738.53,0.0,0.0,conventional,2015,Sacramento
48,2015-01-25,1.19,360027.65,101289.29,210411.75,9507.42,38819.19,38819.19,0.0,0.0,conventional,2015,Sacramento
49,2015-01-18,1.22,367047.36,83097.77,238956.51,5672.46,39320.62,39320.62,0.0,0.0,conventional,2015,Sacramento
50,2015-01-11,1.09,429492.28,109368.41,271300.08,5094.23,43729.56,43722.89,6.67,0.0,conventional,2015,Sacramento
51,2015-01-04,1.05,430138.88,110693.69,270107.61,9737.5,39600.08,39600.08,0.0,0.0,conventional,2015,Sacramento
0,2015-12-27,0.92,439968.4,141447.28,130341.75,20174.55,148004.82,116383.07,31621.75,0.0,conventional,2015,SanDiego
1,2015-12-20,0.94,420476.44,130565.46,119298.5,25052.93,145559.55,111019.22,34540.33,0.0,conventional,2015,SanDiego
2,2015-12-13,0.84,462548.3,155111.21,118664.89,16726.87,172045.33,128053.44,43991.89,0.0,conventional,2015,SanDiego
3,2015-12-06,0.67,565516.62,196490.3,209350.93,17406.01,142269.38,114044.25,28225.13,0.0,conventional,2015,SanDiego
4,2015-11-29,0.91,385289.59,143861.4,140359.41,20206.16,80862.62,64857.94,16004.68,0.0,conventional,2015,SanDiego
5,2015-11-22,0.98,385300.75,163396.83,129579.32,18973.9,73350.7,59945.93,13404.77,0.0,conventional,2015,SanDiego
6,2015-11-15,0.85,501838.1,264103.11,150523.33,15638.32,71573.34,63091.0,8482.34,0.0,conventional,2015,SanDiego
7,2015-11-08,0.92,492385.15,255993.88,154270.39,16457.11,65663.77,58719.13,6944.64,0.0,conventional,2015,SanDiego
8,2015-11-01,1.01,468472.81,211287.89,179995.77,17716.68,59472.47,53567.27,5897.02,8.18,conventional,2015,SanDiego
9,2015-10-25,1.08,408336.19,172518.85,165522.86,18702.56,51591.92,48469.97,3117.85,4.1,conventional,2015,SanDiego
10,2015-10-18,1.03,447663.17,197862.67,179049.25,19380.83,51370.42,47913.55,3456.87,0.0,conventional,2015,SanDiego
11,2015-10-11,0.93,492276.73,202263.25,234833.71,17638.39,37541.38,35490.61,2050.77,0.0,conventional,2015,SanDiego
12,2015-10-04,1.11,404301.76,154884.04,194838.77,18666.34,35912.61,31952.3,3960.31,0.0,conventional,2015,SanDiego
13,2015-09-27,0.93,491990.83,194526.22,245815.73,14807.56,36841.32,34448.65,2392.67,0.0,conventional,2015,SanDiego
14,2015-09-20,1.07,448488.04,204096.06,173105.77,28629.58,42656.63,39560.7,3095.93,0.0,conventional,2015,SanDiego
15,2015-09-13,1.08,464305.03,191302.75,199953.93,21645.98,51402.37,46655.35,4747.02,0.0,conventional,2015,SanDiego
16,2015-09-06,1.02,502677.35,271640.29,165034.84,19961.19,46041.03,41719.29,4321.74,0.0,conventional,2015,SanDiego
17,2015-08-30,1.04,490268.77,277305.27,145974.51,19843.62,47145.37,45500.19,1645.18,0.0,conventional,2015,SanDiego
18,2015-08-23,1.15,459471.05,250163.47,153378.68,20782.84,35146.06,33582.95,1563.11,0.0,conventional,2015,SanDiego
19,2015-08-16,1.05,514202.63,281209.49,176899.01,16942.25,39151.88,38649.39,502.49,0.0,conventional,2015,SanDiego
20,2015-08-09,1.03,630941.71,285569.68,288086.68,14248.31,43037.04,41132.08,1904.96,0.0,conventional,2015,SanDiego
21,2015-08-02,1.07,500999.15,275822.73,168300.62,12740.87,44134.93,42995.09,1139.84,0.0,conventional,2015,SanDiego
22,2015-07-26,1.1,495344.27,279280.58,161574.35,16605.49,37883.85,36718.01,1165.84,0.0,conventional,2015,SanDiego
23,2015-07-19,1.15,462526.0,258240.72,142492.68,16611.22,45181.38,41231.13,3950.25,0.0,conventional,2015,SanDiego
24,2015-07-12,1.1,490312.63,251056.27,182844.55,14524.67,41887.14,38417.55,3469.59,0.0,conventional,2015,SanDiego
25,2015-07-05,1.05,587740.55,328818.07,187820.87,18794.71,52306.9,46816.59,5490.31,0.0,conventional,2015,SanDiego
26,2015-06-28,1.02,495309.23,295023.15,142348.73,15418.32,42519.03,37940.93,4578.1,0.0,conventional,2015,SanDiego
27,2015-06-21,0.94,594488.41,368402.91,163855.72,16575.72,45654.06,41075.95,4578.11,0.0,conventional,2015,SanDiego
28,2015-06-14,0.87,630746.82,403551.43,165020.73,14478.75,47695.91,43522.9,4173.01,0.0,conventional,2015,SanDiego
29,2015-06-07,0.89,607468.04,378749.86,164367.13,13914.85,50436.2,46211.78,4224.42,0.0,conventional,2015,SanDiego
30,2015-05-31,0.9,569414.76,358147.99,153680.36,14150.62,43435.79,39195.38,4240.41,0.0,conventional,2015,SanDiego
31,2015-05-24,1.08,477415.68,273672.82,155813.57,13519.38,34409.91,29727.22,4682.69,0.0,conventional,2015,SanDiego
32,2015-05-17,1.02,458191.52,283530.1,131772.59,9903.23,32985.6,29400.09,3585.51,0.0,conventional,2015,SanDiego
33,2015-05-10,0.85,594740.3,399789.96,136147.89,11997.54,46804.91,43190.6,3614.31,0.0,conventional,2015,SanDiego
34,2015-05-03,0.8,740760.3,424263.68,247709.36,14408.91,54378.35,50153.42,4224.93,0.0,conventional,2015,SanDiego
35,2015-04-26,1.11,435990.48,235664.26,141949.05,14634.32,43742.85,37689.45,6053.4,0.0,conventional,2015,SanDiego
36,2015-04-19,1.04,488094.98,270328.18,156651.22,13282.24,47833.34,25453.84,22379.5,0.0,conventional,2015,SanDiego
37,2015-04-12,1.01,515246.69,260591.11,189713.87,14665.62,50276.09,26305.87,23949.07,21.15,conventional,2015,SanDiego
38,2015-04-05,1.11,469883.87,249036.72,162601.8,15718.9,42526.45,25464.02,16966.53,95.9,conventional,2015,SanDiego
39,2015-03-29,1.08,450370.85,234361.38,155583.39,14998.04,45428.04,25798.74,19629.3,0.0,conventional,2015,SanDiego
40,2015-03-22,0.96,515764.64,235106.15,221942.26,14165.05,44551.18,38487.7,6063.48,0.0,conventional,2015,SanDiego
41,2015-03-15,1.06,463106.48,257709.12,144761.07,17440.0,43196.29,37920.39,5268.51,7.39,conventional,2015,SanDiego
42,2015-03-08,0.95,504284.16,314550.25,127157.9,14754.16,47821.85,42719.72,5102.13,0.0,conventional,2015,SanDiego
43,2015-03-01,0.83,572552.24,317625.55,202619.21,14036.07,38271.41,32922.93,5315.64,32.84,conventional,2015,SanDiego
44,2015-02-22,0.92,516149.11,301983.87,151869.53,14484.65,47811.06,42234.77,5543.66,32.63,conventional,2015,SanDiego
45,2015-02-15,0.94,486113.55,303637.72,127874.99,15333.5,39267.34,33642.66,5425.61,199.07,conventional,2015,SanDiego
46,2015-02-08,0.98,448394.83,229118.81,162856.34,14251.47,42168.21,36417.77,5526.46,223.98,conventional,2015,SanDiego
47,2015-02-01,0.85,692276.13,357235.87,277723.14,15691.23,41625.89,36622.51,4738.29,265.09,conventional,2015,SanDiego
48,2015-01-25,1.02,406591.11,217747.34,140456.68,13326.97,35060.12,30090.58,4708.25,261.29,conventional,2015,SanDiego
49,2015-01-18,1.01,461063.73,250311.74,163944.2,14125.01,32682.78,27844.81,4411.36,426.61,conventional,2015,SanDiego
50,2015-01-11,0.82,544667.18,303369.02,192913.11,12900.65,35484.4,31807.96,3271.85,404.59,conventional,2015,SanDiego
51,2015-01-04,0.94,461607.33,244152.26,165299.33,15302.75,36852.99,30884.29,5595.0,373.7,conventional,2015,SanDiego
0,2015-12-27,1.05,692206.4,181704.67,422617.8,28184.73,59699.2,59094.49,582.9,21.81,conventional,2015,SanFrancisco
1,2015-12-20,1.15,637091.48,173521.67,364622.31,33083.99,65863.51,65038.1,766.09,59.32,conventional,2015,SanFrancisco
2,2015-12-13,1.22,616016.46,127080.03,384958.63,34069.96,69907.84,69022.62,781.91,103.31,conventional,2015,SanFrancisco
3,2015-12-06,1.06,694982.49,102771.75,498975.34,37321.12,55914.28,55171.77,638.89,103.62,conventional,2015,SanFrancisco
4,2015-11-29,1.05,651638.6,102783.08,462966.47,31195.04,54694.01,53992.69,647.78,53.54,conventional,2015,SanFrancisco
5,2015-11-22,1.04,709444.22,121232.94,502068.19,29410.26,56732.83,55908.92,773.33,50.58,conventional,2015,SanFrancisco
6,2015-11-15,0.99,775848.72,165884.02,517366.37,27969.25,64629.08,63811.01,780.0,38.07,conventional,2015,SanFrancisco
7,2015-11-08,1.4,599884.32,165981.13,319176.32,36598.97,78127.9,77364.54,693.33,70.03,conventional,2015,SanFrancisco
8,2015-11-01,0.97,869927.27,214932.11,563719.33,31481.92,59793.91,58929.19,845.56,19.16,conventional,2015,SanFrancisco
9,2015-10-25,1.55,561342.23,126498.63,334051.96,31358.89,69432.75,68582.18,812.22,38.35,conventional,2015,SanFrancisco
10,2015-10-18,1.52,586073.85,146584.21,332942.22,31021.35,75526.07,74724.61,756.67,44.79,conventional,2015,SanFrancisco
11,2015-10-11,1.58,564456.6,106180.64,351965.39,33512.19,72798.38,72030.82,735.56,32.0,conventional,2015,SanFrancisco
12,2015-10-04,1.04,762866.62,119177.06,563257.19,32511.26,47921.11,47092.45,796.67,31.99,conventional,2015,SanFrancisco
